Data source	Date of update	Product name	Alternative name	Product type	Non-traditionals categories	Antibacterial class	Indications	Route of administration	R&D phase	Clinical trials	Developer	Pathogen category	Pathogen name	Pathogen activity	Active against priority pathogens?	Innovative?	NCE?	Mycobacterium tuberculosis	Clostridioides difficile
WHO AMR pipeline analysis	Nov-21	CAL02	-	Non-traditional	Miscellaneous	Broad spectrum anti-toxin liposomal agent and nanoparticle	S. pneumonia severe pneumonia	IV	Phase I	NCT02583373	"Eagle Pharmaceuticals
(Combioxin SA)"	Priority pathogens	Enterococcus faecium	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	CAL02	-	Non-traditional	Miscellaneous	Broad spectrum anti-toxin liposomal agent and nanoparticle	S. pneumonia severe pneumonia	IV	Phase I	NCT02583373	"Eagle Pharmaceuticals
(Combioxin SA)"	Priority pathogens	Enterobacterales	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	CAL02	-	Non-traditional	Miscellaneous	Broad spectrum anti-toxin liposomal agent and nanoparticle	S. pneumonia severe pneumonia	IV	Phase I	NCT02583373	"Eagle Pharmaceuticals
(Combioxin SA)"	Priority pathogens	Critical priority pathogens	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	CAL02	-	Non-traditional	Miscellaneous	Broad spectrum anti-toxin liposomal agent and nanoparticle	S. pneumonia severe pneumonia	IV	Phase I	NCT02583373	"Eagle Pharmaceuticals
(Combioxin SA)"	Priority pathogens	Campylobacter spp.	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	CAL02	-	Non-traditional	Miscellaneous	Broad spectrum anti-toxin liposomal agent and nanoparticle	S. pneumonia severe pneumonia	IV	Phase I	NCT02583373	"Eagle Pharmaceuticals
(Combioxin SA)"	Priority pathogens	All critical priority pathogens	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	CAL02	-	Non-traditional	Miscellaneous	Broad spectrum anti-toxin liposomal agent and nanoparticle	S. pneumonia severe pneumonia	IV	Phase I	NCT02583373	"Eagle Pharmaceuticals
(Combioxin SA)"	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	CF-301	Exebacase	Non-traditional	Bacteriophages and phage-derived enzymes	Phage endolysin	S. aureus bacteremia	IV	Phase III	NCT04160468	Contrafect	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	CF-301	Exebacase	Non-traditional	Bacteriophages and phage-derived enzymes	Phage endolysin	S. aureus bacteremia	IV	Phase III	NCT04160468	Contrafect	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	CF-301	Exebacase	Non-traditional	Bacteriophages and phage-derived enzymes	Phage endolysin	S. aureus bacteremia	IV	Phase III	NCT04160468	Contrafect	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	CF-301	Exebacase	Non-traditional	Bacteriophages and phage-derived enzymes	Phage endolysin	S. aureus bacteremia	IV	Phase III	NCT04160468	Contrafect	Priority pathogens	Other priority pathogens	Other priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	CF-301	Exebacase	Non-traditional	Bacteriophages and phage-derived enzymes	Phage endolysin	S. aureus bacteremia	IV	Phase III	NCT04160468	Contrafect	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	CF-301	Exebacase	Non-traditional	Bacteriophages and phage-derived enzymes	Phage endolysin	S. aureus bacteremia	IV	Phase III	NCT04160468	Contrafect	Priority pathogens	Helicobacter pylori	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	CF-301	Exebacase	Non-traditional	Bacteriophages and phage-derived enzymes	Phage endolysin	S. aureus bacteremia	IV	Phase III	NCT04160468	Contrafect	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	CF-301	Exebacase	Non-traditional	Bacteriophages and phage-derived enzymes	Phage endolysin	S. aureus bacteremia	IV	Phase III	NCT04160468	Contrafect	Priority pathogens	Enterococcus faecium	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	CF-301	Exebacase	Non-traditional	Bacteriophages and phage-derived enzymes	Phage endolysin	S. aureus bacteremia	IV	Phase III	NCT04160468	Contrafect	Priority pathogens	Enterobacterales	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	CF-301	Exebacase	Non-traditional	Bacteriophages and phage-derived enzymes	Phage endolysin	S. aureus bacteremia	IV	Phase III	NCT04160468	Contrafect	Priority pathogens	Critical priority pathogens	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	CF-301	Exebacase	Non-traditional	Bacteriophages and phage-derived enzymes	Phage endolysin	S. aureus bacteremia	IV	Phase III	NCT04160468	Contrafect	Priority pathogens	Campylobacter spp.	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	CF-301	Exebacase	Non-traditional	Bacteriophages and phage-derived enzymes	Phage endolysin	S. aureus bacteremia	IV	Phase III	NCT04160468	Contrafect	Priority pathogens	All critical priority pathogens	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	CF-301	Exebacase	Non-traditional	Bacteriophages and phage-derived enzymes	Phage endolysin	S. aureus bacteremia	IV	Phase III	NCT04160468	Contrafect	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Delpazolid	LCB01-0371	Antibiotics	NA	Oxazolidinone	Pulmonary tuberculosis, Gram-positive bacterial infections	Oral	Phase II	NCT02836483, NCT04550832	LegoChem Biosciences Inc., HaiHe Biopharma	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Yes	No	Yes	y	NA
WHO AMR pipeline analysis	Nov-21	Durlobactam + sulbactam	ETX2514	Antibiotics	NA	DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder	A. baumannii HAP, VAP	IV	Phase III	NCT03445195, NCT03894046	Entasis Therapeutics Inc.	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Durlobactam + sulbactam	ETX2514	Antibiotics	NA	DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder	A. baumannii HAP, VAP	IV	Phase III	NCT03445195, NCT03894046	Entasis Therapeutics Inc.	Priority pathogens	Staphylococcus aureus	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Durlobactam + sulbactam	ETX2514	Antibiotics	NA	DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder	A. baumannii HAP, VAP	IV	Phase III	NCT03445195, NCT03894046	Entasis Therapeutics Inc.	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Durlobactam + sulbactam	ETX2514	Antibiotics	NA	DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder	A. baumannii HAP, VAP	IV	Phase III	NCT03445195, NCT03894046	Entasis Therapeutics Inc.	Priority pathogens	Other priority pathogens	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Durlobactam + sulbactam	ETX2514	Antibiotics	NA	DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder	A. baumannii HAP, VAP	IV	Phase III	NCT03445195, NCT03894046	Entasis Therapeutics Inc.	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Durlobactam + sulbactam	ETX2514	Antibiotics	NA	DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder	A. baumannii HAP, VAP	IV	Phase III	NCT03445195, NCT03894046	Entasis Therapeutics Inc.	Priority pathogens	Helicobacter pylori	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Durlobactam + sulbactam	ETX2514	Antibiotics	NA	DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder	A. baumannii HAP, VAP	IV	Phase III	NCT03445195, NCT03894046	Entasis Therapeutics Inc.	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Durlobactam + sulbactam	ETX2514	Antibiotics	NA	DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder	A. baumannii HAP, VAP	IV	Phase III	NCT03445195, NCT03894046	Entasis Therapeutics Inc.	Priority pathogens	Enterococcus faecium	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Durlobactam + sulbactam	ETX2514	Antibiotics	NA	DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder	A. baumannii HAP, VAP	IV	Phase III	NCT03445195, NCT03894046	Entasis Therapeutics Inc.	Priority pathogens	Enterobacterales	Critical priority pathogens	Possibly	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Durlobactam + sulbactam	ETX2514	Antibiotics	NA	DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder	A. baumannii HAP, VAP	IV	Phase III	NCT03445195, NCT03894046	Entasis Therapeutics Inc.	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Durlobactam + sulbactam	ETX2514	Antibiotics	NA	DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder	A. baumannii HAP, VAP	IV	Phase III	NCT03445195, NCT03894046	Entasis Therapeutics Inc.	Priority pathogens	Campylobacter spp.	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Durlobactam + sulbactam	ETX2514	Antibiotics	NA	DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder	A. baumannii HAP, VAP	IV	Phase III	NCT03445195, NCT03894046	Entasis Therapeutics Inc.	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Durlobactam + sulbactam	ETX2514	Antibiotics	NA	DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder	A. baumannii HAP, VAP	IV	Phase III	NCT03445195, NCT03894046	Entasis Therapeutics Inc.	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	EBL-1003	Apramycin	Antibiotics	NA	Aminoglycoside	Bacterial infections	IV	Phase I	NCT04105205	Juvabis	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	EBL-1003	Apramycin	Antibiotics	NA	Aminoglycoside	Bacterial infections	IV	Phase I	NCT04105205	Juvabis	Priority pathogens	Staphylococcus aureus	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	EBL-1003	Apramycin	Antibiotics	NA	Aminoglycoside	Bacterial infections	IV	Phase I	NCT04105205	Juvabis	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	EBL-1003	Apramycin	Antibiotics	NA	Aminoglycoside	Bacterial infections	IV	Phase I	NCT04105205	Juvabis	Priority pathogens	Other priority pathogens	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	EBL-1003	Apramycin	Antibiotics	NA	Aminoglycoside	Bacterial infections	IV	Phase I	NCT04105205	Juvabis	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	EBL-1003	Apramycin	Antibiotics	NA	Aminoglycoside	Bacterial infections	IV	Phase I	NCT04105205	Juvabis	Priority pathogens	Helicobacter pylori	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	EBL-1003	Apramycin	Antibiotics	NA	Aminoglycoside	Bacterial infections	IV	Phase I	NCT04105205	Juvabis	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	EBL-1003	Apramycin	Antibiotics	NA	Aminoglycoside	Bacterial infections	IV	Phase I	NCT04105205	Juvabis	Priority pathogens	Enterococcus faecium	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	EBL-1003	Apramycin	Antibiotics	NA	Aminoglycoside	Bacterial infections	IV	Phase I	NCT04105205	Juvabis	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	EBL-1003	Apramycin	Antibiotics	NA	Aminoglycoside	Bacterial infections	IV	Phase I	NCT04105205	Juvabis	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	EBL-1003	Apramycin	Antibiotics	NA	Aminoglycoside	Bacterial infections	IV	Phase I	NCT04105205	Juvabis	Priority pathogens	Campylobacter spp.	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	EBL-1003	Apramycin	Antibiotics	NA	Aminoglycoside	Bacterial infections	IV	Phase I	NCT04105205	Juvabis	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	EBL-1003	Apramycin	Antibiotics	NA	Aminoglycoside	Bacterial infections	IV	Phase I	NCT04105205	Juvabis	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Enmetazobactam + cefepime	AAl101 + cefepime	Antibiotics	NA	β-lactam BLI + cephalosporin	cUTI, AP	IV	Phase III	EudraCT 2017-004868-35, NCT03687255	Allecra therapeutics	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Enmetazobactam + cefepime	AAl101 + cefepime	Antibiotics	NA	β-lactam BLI + cephalosporin	cUTI, AP	IV	Phase III	EudraCT 2017-004868-35, NCT03687255	Allecra therapeutics	Priority pathogens	Enterobacterales	Critical priority pathogens	Possibly	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Enmetazobactam + cefepime	AAl101 + cefepime	Antibiotics	NA	β-lactam BLI + cephalosporin	cUTI, AP	IV	Phase III	EudraCT 2017-004868-35, NCT03687255	Allecra therapeutics	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Enmetazobactam + cefepime	AAl101 + cefepime	Antibiotics	NA	β-lactam BLI + cephalosporin	cUTI, AP	IV	Phase III	EudraCT 2017-004868-35, NCT03687255	Allecra therapeutics	Priority pathogens	Campylobacter spp.	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Enmetazobactam + cefepime	AAl101 + cefepime	Antibiotics	NA	β-lactam BLI + cephalosporin	cUTI, AP	IV	Phase III	EudraCT 2017-004868-35, NCT03687255	Allecra therapeutics	Priority pathogens	Enterococcus faecium	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Enmetazobactam + cefepime	AAl101 + cefepime	Antibiotics	NA	β-lactam BLI + cephalosporin	cUTI, AP	IV	Phase III	EudraCT 2017-004868-35, NCT03687255	Allecra therapeutics	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Enmetazobactam + cefepime	AAl101 + cefepime	Antibiotics	NA	β-lactam BLI + cephalosporin	cUTI, AP	IV	Phase III	EudraCT 2017-004868-35, NCT03687255	Allecra therapeutics	Priority pathogens	Helicobacter pylori	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Enmetazobactam + cefepime	AAl101 + cefepime	Antibiotics	NA	β-lactam BLI + cephalosporin	cUTI, AP	IV	Phase III	EudraCT 2017-004868-35, NCT03687255	Allecra therapeutics	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Enmetazobactam + cefepime	AAl101 + cefepime	Antibiotics	NA	β-lactam BLI + cephalosporin	cUTI, AP	IV	Phase III	EudraCT 2017-004868-35, NCT03687255	Allecra therapeutics	Priority pathogens	Other priority pathogens	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Enmetazobactam + cefepime	AAl101 + cefepime	Antibiotics	NA	β-lactam BLI + cephalosporin	cUTI, AP	IV	Phase III	EudraCT 2017-004868-35, NCT03687255	Allecra therapeutics	Priority pathogens	Staphylococcus aureus	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Enmetazobactam + cefepime	AAl101 + cefepime	Antibiotics	NA	β-lactam BLI + cephalosporin	cUTI, AP	IV	Phase III	EudraCT 2017-004868-35, NCT03687255	Allecra therapeutics	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Enmetazobactam + cefepime	AAl101 + cefepime	Antibiotics	NA	β-lactam BLI + cephalosporin	cUTI, AP	IV	Phase III	EudraCT 2017-004868-35, NCT03687255	Allecra therapeutics	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Enmetazobactam + cefepime	AAl101 + cefepime	Antibiotics	NA	β-lactam BLI + cephalosporin	cUTI, AP	IV	Phase III	EudraCT 2017-004868-35, NCT03687255	Allecra therapeutics	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	ETX0282 + cefpodoxime	–	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales	Oral	Phase I	NCT03491748	Entasis Therapeutics Inc.	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	ETX0282 + cefpodoxime	–	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales	Oral	Phase I	NCT03491748	Entasis Therapeutics Inc.	Priority pathogens	Staphylococcus aureus	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	ETX0282 + cefpodoxime	–	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales	Oral	Phase I	NCT03491748	Entasis Therapeutics Inc.	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	ETX0282 + cefpodoxime	–	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales	Oral	Phase I	NCT03491748	Entasis Therapeutics Inc.	Priority pathogens	Other priority pathogens	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	ETX0282 + cefpodoxime	–	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales	Oral	Phase I	NCT03491748	Entasis Therapeutics Inc.	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	ETX0282 + cefpodoxime	–	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales	Oral	Phase I	NCT03491748	Entasis Therapeutics Inc.	Priority pathogens	Helicobacter pylori	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	ETX0282 + cefpodoxime	–	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales	Oral	Phase I	NCT03491748	Entasis Therapeutics Inc.	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	ETX0282 + cefpodoxime	–	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales	Oral	Phase I	NCT03491748	Entasis Therapeutics Inc.	Priority pathogens	Enterococcus faecium	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	ETX0282 + cefpodoxime	–	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales	Oral	Phase I	NCT03491748	Entasis Therapeutics Inc.	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	ETX0282 + cefpodoxime	–	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales	Oral	Phase I	NCT03491748	Entasis Therapeutics Inc.	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	ETX0282 + cefpodoxime	–	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales	Oral	Phase I	NCT03491748	Entasis Therapeutics Inc.	Priority pathogens	Campylobacter spp.	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	ETX0282 + cefpodoxime	–	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales	Oral	Phase I	NCT03491748	Entasis Therapeutics Inc.	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	ETX0282 + cefpodoxime	–	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales	Oral	Phase I	NCT03491748	Entasis Therapeutics Inc.	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Ftortiazinon + cefepime	Fluorothyazinone	Non-traditional	Miscellaneous	Type III secretion system inhibition + cefepime	P. aeruginosa cUTI	Oral	Phase II	NCT03638830	Gamaleya Research Institute of Epidemiology and Microbiology	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Ftortiazinon + cefepime	Fluorothyazinone	Non-traditional	Miscellaneous	Type III secretion system inhibition + cefepime	P. aeruginosa cUTI	Oral	Phase II	NCT03638830	Gamaleya Research Institute of Epidemiology and Microbiology	Priority pathogens	Staphylococcus aureus	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Ftortiazinon + cefepime	Fluorothyazinone	Non-traditional	Miscellaneous	Type III secretion system inhibition + cefepime	P. aeruginosa cUTI	Oral	Phase II	NCT03638830	Gamaleya Research Institute of Epidemiology and Microbiology	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Ftortiazinon + cefepime	Fluorothyazinone	Non-traditional	Miscellaneous	Type III secretion system inhibition + cefepime	P. aeruginosa cUTI	Oral	Phase II	NCT03638830	Gamaleya Research Institute of Epidemiology and Microbiology	Priority pathogens	Other priority pathogens	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Ftortiazinon + cefepime	Fluorothyazinone	Non-traditional	Miscellaneous	Type III secretion system inhibition + cefepime	P. aeruginosa cUTI	Oral	Phase II	NCT03638830	Gamaleya Research Institute of Epidemiology and Microbiology	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Ftortiazinon + cefepime	Fluorothyazinone	Non-traditional	Miscellaneous	Type III secretion system inhibition + cefepime	P. aeruginosa cUTI	Oral	Phase II	NCT03638830	Gamaleya Research Institute of Epidemiology and Microbiology	Priority pathogens	Helicobacter pylori	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Ftortiazinon + cefepime	Fluorothyazinone	Non-traditional	Miscellaneous	Type III secretion system inhibition + cefepime	P. aeruginosa cUTI	Oral	Phase II	NCT03638830	Gamaleya Research Institute of Epidemiology and Microbiology	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Ftortiazinon + cefepime	Fluorothyazinone	Non-traditional	Miscellaneous	Type III secretion system inhibition + cefepime	P. aeruginosa cUTI	Oral	Phase II	NCT03638830	Gamaleya Research Institute of Epidemiology and Microbiology	Priority pathogens	Enterococcus faecium	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Ftortiazinon + cefepime	Fluorothyazinone	Non-traditional	Miscellaneous	Type III secretion system inhibition + cefepime	P. aeruginosa cUTI	Oral	Phase II	NCT03638830	Gamaleya Research Institute of Epidemiology and Microbiology	Priority pathogens	Enterobacterales	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Ftortiazinon + cefepime	Fluorothyazinone	Non-traditional	Miscellaneous	Type III secretion system inhibition + cefepime	P. aeruginosa cUTI	Oral	Phase II	NCT03638830	Gamaleya Research Institute of Epidemiology and Microbiology	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Ftortiazinon + cefepime	Fluorothyazinone	Non-traditional	Miscellaneous	Type III secretion system inhibition + cefepime	P. aeruginosa cUTI	Oral	Phase II	NCT03638830	Gamaleya Research Institute of Epidemiology and Microbiology	Priority pathogens	Campylobacter spp.	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Ftortiazinon + cefepime	Fluorothyazinone	Non-traditional	Miscellaneous	Type III secretion system inhibition + cefepime	P. aeruginosa cUTI	Oral	Phase II	NCT03638830	Gamaleya Research Institute of Epidemiology and Microbiology	Priority pathogens	All critical priority pathogens	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Ftortiazinon + cefepime	Fluorothyazinone	Non-traditional	Miscellaneous	Type III secretion system inhibition + cefepime	P. aeruginosa cUTI	Oral	Phase II	NCT03638830	Gamaleya Research Institute of Epidemiology and Microbiology	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	N/A	N/A	Yes	NA	NA
